Title,Web,Category,Fetched_Title,Abstract,Authors,Journal,Keywords
Room temperature quantum key distribution characteristics of low‑noise InGaAs/InP single‑photon avalanche diode,https://link.springer.com/article/10.1007/s40042-021-00111-4,Quantum Hardware & Implementation,Room temperature quantum key distribution characteristics of low-noise InGaAs/InP single-photon avalanche diode,Unknown,"Soo-Hyun Baek, Seung-Chul Yang, Chan-Yong Park, Chul-Woo Park, Seok-Beom Cho, Sang-Wan Ryu",Journal of the Korean Physical Society,
Scaling silicon-based quantum computing using CMOS technology,https://arxiv.org/abs/2011.11753,Silicon Based Technologies,"Scaling silicon-based quantum computing using CMOS technology:
  State-of-the-art, Challenges and Perspectives","Complementary metal-oxide semiconductor (CMOS) technology has radically
reshaped the world by taking humanity to the digital age. Cramming more
transistors into the same physical space has enabled an exponential increase in
computational performance, a strategy that has been recently hampered by the
increasing complexity and cost of miniaturization. To continue achieving
significant gains in computing performance, new computing paradigms, such as
quantum computing, must be developed. However, finding the optimal physical
system to process quantum information, and scale it up to the large number of
qubits necessary to build a general-purpose quantum computer, remains a
significant challenge. Recent breakthroughs in nanodevice engineering have
shown that qubits can now be manufactured in a similar fashion to silicon
field-effect transistors, opening an opportunity to leverage the know-how of
the CMOS industry to address the scaling challenge. In this article, we focus
on the analysis of the scaling prospects of quantum computing systems based on
CMOS technology.","M. F. Gonzalez-Zalba, S. de Franceschi, E. Charbon, T. Meunier, M. Vinet, A. S. Dzurak",arXiv,"quant-ph, cond-mat.mes-hall"
"SeQUeNCe a customizable discrete-event simulator of quantum networks - Xiaoliang Wu, Alexander Kolar, Joaquin Chung, Dong Jin,, Tian Zhong, ...",https://arxiv.org/abs/2009.12000,,SeQUeNCe: A Customizable Discrete-Event Simulator of Quantum Networks,"Recent advances in quantum information science enabled the development of
quantum communication network prototypes and created an opportunity to study
full-stack quantum network architectures. This work develops SeQUeNCe, a
comprehensive, customizable quantum network simulator. Our simulator consists
of five modules: Hardware models, Entanglement Management protocols, Resource
Management, Network Management, and Application. This framework is suitable for
simulation of quantum network prototypes that capture the breadth of current
and future hardware technologies and protocols. We implement a comprehensive
suite of network protocols and demonstrate the use of SeQUeNCe by simulating a
photonic quantum network with nine routers equipped with quantum memories. The
simulation capabilities are illustrated in three use cases. We show the
dependence of quantum network throughput on several key hardware parameters and
study the impact of classical control message latency. We also investigate
quantum memory usage efficiency in routers and demonstrate that redistributing
memory according to anticipated load increases network capacity by 69.1% and
throughput by 6.8%. We design SeQUeNCe to enable comparisons of alternative
quantum network technologies, experiment planning, and validation and to aid
with new protocol design. We are releasing SeQUeNCe as an open source tool and
aim to generate community interest in extending it.","Xiaoliang Wu, Alexander Kolar, Joaquin Chung, Dong Jin, Tian Zhong, Rajkumar Kettimuthu, Martin Suchara",arXiv,quant-ph
Single-shot Quantum Signal Processing Interferometry,https://arxiv.org/pdf/2311.13703.pdf,Programmable Quantum Gates,Single-shot Quantum Signal Processing Interferometry,"Quantum systems of infinite dimension, such as bosonic oscillators, provide
vast resources for quantum sensing. Yet, a general theory on how to manipulate
such bosonic modes for sensing beyond parameter estimation is unknown. We
present a general algorithmic framework, quantum signal processing
interferometry (QSPI), for quantum sensing at the fundamental limits of quantum
mechanics by generalizing Ramsey-type interferometry. Our QSPI sensing protocol
relies on performing nonlinear polynomial transformations on the oscillator's
quadrature operators by generalizing quantum signal processing (QSP) from
qubits to hybrid qubit-oscillator systems. We use our QSPI sensing framework to
make efficient binary decisions on a displacement channel in the single-shot
limit. Theoretical analysis suggests the sensing accuracy, given a single-shot
qubit measurement, scales inversely with the sensing time or circuit depth of
the algorithm. We further concatenate a series of such binary decisions to
perform parameter estimation in a bit-by-bit fashion. Numerical simulations are
performed to support these statements. Our QSPI protocol offers a unified
framework for quantum sensing using continuous-variable bosonic systems beyond
parameter estimation and establishes a promising avenue toward efficient and
scalable quantum control and quantum sensing schemes beyond the NISQ era.","Jasmine Sinanan-Singh, Gabriel L. Mintzer, Isaac L. Chuang, Yuan Liu",arXiv,"quant-ph, eess.SP"
Solitons near avoided mode crossings in χ(2) nanowaveguides,https://arxiv.org/abs/2108.08563,Silicon Based Technologies,Solitons near avoided mode crossing in $χ^{(2)}$ nanowaveguides,"We present a model for $\chi^{(2)}$ waveguides accounting for three modes,
two of which make an avoided crossing at the second harmonic wavelength. We
introduce two linearly coupled pure modes and adjust the coupling to replicate
the waveguide dispersion near the avoided crossing. Analysis of the nonlinear
system reveals continuous wave (CW) solutions across much of the
parameter-space and prevalence of its modulational instability. We also predict
the existence of the avoided-crossing solitons, and study peculiarities of
their dynamics and spectral properties, which include formation of a pedestal
in the pulse tails and associated pronounced spectral peaks. Mapping these
solitons onto the linear dispersion diagrams, we make connections between their
existence and CW existence and stability. We also simulate the two-color
soliton generation from a single frequency pump pulse to back up its formation
and stability properties.","William R. Rowe, Andrey V. Gorbach, Dmitry V. Skryabin",arXiv,"physics.optics, nlin.PS"
Stim: a fast stabilizer circuit simulator -Craig Gidney,https://arxiv.org/abs/2103.02202v3,,Stim: a fast stabilizer circuit simulator,"This paper presents ``Stim"", a fast simulator for quantum stabilizer
circuits. The paper explains how Stim works and compares it to existing tools.
With no foreknowledge, Stim can analyze a distance 100 surface code circuit (20
thousand qubits, 8 million gates, 1 million measurements) in 15 seconds and
then begin sampling full circuit shots at a rate of 1 kHz. Stim uses a
stabilizer tableau representation, similar to Aaronson and Gottesman's CHP
simulator, but with three main improvements. First, Stim improves the
asymptotic complexity of deterministic measurement from quadratic to linear by
tracking the {\em inverse} of the circuit's stabilizer tableau. Second, Stim
improves the constant factors of the algorithm by using a cache-friendly data
layout and 256 bit wide SIMD instructions. Third, Stim only uses expensive
stabilizer tableau simulation to create an initial reference sample. Further
samples are collected in bulk by using that sample as a reference for batches
of Pauli frames propagating through the circuit.",Craig Gidney,arXiv,quant-ph
"Subsystem codes with high thresholds by gauge fixing and reduced qubit overhead - Oscar Higgott, Nikolas P. Breuckmann",https://arxiv.org/abs/2010.09626,,"Subsystem codes with high thresholds by gauge fixing and reduced qubit
  overhead","We introduce a technique that uses gauge fixing to significantly improve the
quantum error correcting performance of subsystem codes. By changing the order
in which check operators are measured, valuable additional information can be
gained, and we introduce a new method for decoding which uses this information
to improve performance. Applied to the subsystem toric code with three-qubit
check operators, we increase the threshold under circuit-level depolarising
noise from $0.67\%$ to $0.81\%$. The threshold increases further under a
circuit-level noise model with small finite bias, up to $2.22\%$ for infinite
bias. Furthermore, we construct families of finite-rate subsystem LDPC codes
with three-qubit check operators and optimal-depth parity-check measurement
schedules. To the best of our knowledge, these finite-rate subsystem codes
outperform all known codes at circuit-level depolarising error rates as high as
$0.2\%$, where they have a qubit overhead that is $4.3\times$ lower than the
most efficient version of the surface code and $5.1\times$ lower than the
subsystem toric code. Their threshold and pseudo-threshold exceeds $0.42\%$ for
circuit-level depolarising noise, increasing to $2.4\%$ under infinite bias
using gauge fixing.","Oscar Higgott, Nikolas P. Breuckmann",arXiv,quant-ph
"Supervised learning with quantum enhanced feature spaces - Vojtech Havlicek, et.al",https://arxiv.org/pdf/1804.11326.pdf,,Supervised learning with quantum enhanced feature spaces,"Machine learning and quantum computing are two technologies each with the
potential for altering how computation is performed to address previously
untenable problems. Kernel methods for machine learning are ubiquitous for
pattern recognition, with support vector machines (SVMs) being the most
well-known method for classification problems. However, there are limitations
to the successful solution to such problems when the feature space becomes
large, and the kernel functions become computationally expensive to estimate. A
core element to computational speed-ups afforded by quantum algorithms is the
exploitation of an exponentially large quantum state space through controllable
entanglement and interference. Here, we propose and experimentally implement
two novel methods on a superconducting processor. Both methods represent the
feature space of a classification problem by a quantum state, taking advantage
of the large dimensionality of quantum Hilbert space to obtain an enhanced
solution. One method, the quantum variational classifier builds on [1,2] and
operates through using a variational quantum circuit to classify a training set
in direct analogy to conventional SVMs. In the second, a quantum kernel
estimator, we estimate the kernel function and optimize the classifier
directly. The two methods present a new class of tools for exploring the
applications of noisy intermediate scale quantum computers [3] to machine
learning.","Vojtech Havlicek, Antonio D. Córcoles, Kristan Temme, Aram W. Harrow, Abhinav Kandala, Jerry M. Chow, Jay M. Gambetta",arXiv,"quant-ph, stat.ML"
Surface codes: Towards practical large-scale quantum computation,https://arxiv.org/abs/1208.0928,Quantum Error Correction,Surface codes: Towards practical large-scale quantum computation,"This article provides an introduction to surface code quantum computing. We
first estimate the size and speed of a surface code quantum computer. We then
introduce the concept of the stabilizer, using two qubits, and extend this
concept to stabilizers acting on a two-dimensional array of physical qubits, on
which we implement the surface code. We next describe how logical qubits are
formed in the surface code array and give numerical estimates of their
fault-tolerance. We outline how logical qubits are physically moved on the
array, how qubit braid transformations are constructed, and how a braid between
two logical qubits is equivalent to a controlled-NOT. We then describe the
single-qubit Hadamard, S and T operators, completing the set of required gates
for a universal quantum computer. We conclude by briefly discussing physical
implementations of the surface code. We include a number of appendices in which
we provide supplementary information to the main text.","Austin G. Fowler, Matteo Mariantoni, John M. Martinis, Andrew N. Cleland",arXiv,quant-ph
Symmetry-invariant quantum machine learning force fields,https://arxiv.org/abs/2311.11362,Quantum Machine Learning (QML),Symmetry-invariant quantum machine learning force fields,"Machine learning techniques are essential tools to compute efficient, yet
accurate, force fields for atomistic simulations. This approach has recently
been extended to incorporate quantum computational methods, making use of
variational quantum learning models to predict potential energy surfaces and
atomic forces from ab initio training data. However, the trainability and
scalability of such models are still limited, due to both theoretical and
practical barriers. Inspired by recent developments in geometric classical and
quantum machine learning, here we design quantum neural networks that
explicitly incorporate, as a data-inspired prior, an extensive set of
physically relevant symmetries. We find that our invariant quantum learning
models outperform their more generic counterparts on individual molecules of
growing complexity. Furthermore, we study a water dimer as a minimal example of
a system with multiple components, showcasing the versatility of our proposed
approach and opening the way towards larger simulations. Our results suggest
that molecular force fields generation can significantly profit from leveraging
the framework of geometric quantum machine learning, and that chemical systems
represent, in fact, an interesting and rich playground for the development and
application of advanced quantum machine learning tools.","Isabel Nha Minh Le, Oriel Kiss, Julian Schuhmacher, Ivano Tavernelli, Francesco Tacchino",arXiv,"quant-ph, cs.LG, physics.chem-ph, physics.comp-ph"
Teleportation of entanglement over 143 km,https://arxiv.org/abs/1403.0009,Quantum Entanglement & Teleportation,Teleportation of entanglement over 143 km,"As a direct consequence of the no-cloning theorem, the deterministic
amplification as in classical communication is impossible for quantum states.
This calls for more advanced techniques in a future global quantum network,
e.g. for cloud quantum computing. A unique solution is the teleportation of an
entangled state, i.e. entanglement swapping, representing the central resource
to relay entanglement between distant nodes. Together with entanglement
purification and a quantum memory it constitutes a so-called quantum repeater.
Since the aforementioned building blocks have been individually demonstrated in
laboratory setups only, the applicability of the required technology in
real-world scenarios remained to be proven. Here we present a free-space
entanglement-swapping experiment between the Canary Islands of La Palma and
Tenerife, verifying the presence of quantum entanglement between two previously
independent photons separated by 143 km. We obtained an expectation value for
the entanglement-witness operator, more than 6 standard deviations beyond the
classical limit. By consecutive generation of the two required photon pairs and
space-like separation of the relevant measurement events, we also showed the
feasibility of the swapping protocol in a long-distance scenario, where the
independence of the nodes is highly demanded. Since our results already allow
for efficient implementation of entanglement purification, we anticipate our
assay to lay the ground for a fully-fledged quantum repeater over a realistic
high-loss and even turbulent quantum channel.","Thomas Herbst, Thomas Scheidl, Matthias Fink, Johannes Handsteiner, Bernhard Wittmann, Rupert Ursin, Anton Zeilinger",arXiv,"quant-ph, physics.optics"
"The Computational and Latency Advantage of Quantum Communication Networks - Roberto Ferrara, Riccardo Bassoli, Christian Deppe, Frank H.P. Fitzek and Holger Boche",https://arxiv.org/pdf/2106.03360.pdf,,"The Computational and Latency Advantage of Quantum Communication
  Networks","This article summarises the current status of classical communication
networks and identifies some critical open research challenges that can only be
solved by leveraging quantum technologies. By now, the main goal of quantum
communication networks has been security. However, quantum networks can do more
than just exchange secure keys or serve the needs of quantum computers. In
fact, the scientific community is still investigating on the possible use
cases/benefits that quantum communication networks can bring. Thus, this
article aims at pointing out and clearly describing how quantum communication
networks can enhance in-network distributed computing and reduce the overall
end-to-end latency, beyond the intrinsic limits of classical technologies.
Furthermore, we also explain how entanglement can reduce the communication
complexity (overhead) that future classical virtualised networks will
experience.","Roberto Ferrara, Riccardo Bassoli, Christian Deppe, Frank H. P. Fitzek, Holger Boche",arXiv,"cs.IT, math.IT, quant-ph"
"The SWAP test and the Hong-Ou-Mandel effect are equivalent - Juan Carlos Garcia-Escartin, Pedro Chamorro-Posada",https://arxiv.org/abs/1303.6814,,The SWAP test and the Hong-Ou-Mandel effect are equivalent,"We show that the Hong-Ou-Mandel effect from quantum optics is equivalent to
the SWAP test, a quantum information primitive which compares two arbitrary
states. We first derive a destructive SWAP test that doesn't need the ancillary
qubit that appears in the usual quantum circuit. Then, we study the
Hong-Ou-Mandel effect for two photons meeting at a beam splitter and prove it
is, in fact, an optical implementation of the destructive SWAP test. This
result offers both an interesting simple realization of a powerful quantum
information primitive and an alternative way to understand and analyse the
Hong-Ou-Mandel effect.","Juan Carlos Garcia-Escartin, Pedro Chamorro-Posada",arXiv,quant-ph
"The_Virtual_Quantum_Optics_Laboratory - Brian R. La Cour, Maria Maynard, Parth Shroff, Gabriel Ko, Evan Ellis",https://arxiv.org/abs/2105.07300,,The Virtual Quantum Optics Laboratory,"We present a web-based software tool, the Virtual Quantum Optics Laboratory
(VQOL), that may be used for designing and executing realistic simulations of
quantum optics experiments. A graphical user interface allows one to rapidly
build and configure a variety of different optical experiments, while the
runtime environment provides unique capabilities for visualization and
analysis. All standard linear optical components are available as well as
sources of thermal, coherent, and entangled Gaussian states. A unique aspect of
VQOL is the introduction of non-Gaussian measurements using detectors modeled
as deterministic devices that ""click"" when the amplitude of the light falls
above a given threshold. We describe the underlying theoretical models and
provide several illustrative examples. We find that VQOL provides a a faithful
representation of many experimental quantum optics phenomena and may serve as
both a useful instructional tool for students as well as a valuable research
tool for practitioners.","Brian R. La Cour, Maria Maynard, Parth Shroff, Gabriel Ko, Evan Ellis",arXiv,quant-ph
The information-theoretic foundation of thermodynamic work extraction,https://arxiv.org/abs/2009.04588,Physical Information,The information-theoretic foundation of thermodynamic work extraction,"In this paper I apply newly-proposed information-theoretic principles to
thermodynamic work extraction. I show that if it is possible to extract work
deterministically from a physical system prepared in any one of a set of
states, then those states must be distinguishable from one another. This result
is formulated independently of scale and of particular dynamical laws; it also
provides a novel connection between thermodynamics and information theory,
established via the law of conservation of energy (rather than the second law
of thermodynamics). Albeit compatible with these conclusions, existing
thermodynamics approaches cannot provide a result of such generality, because
they are scale-dependent (relying on ensembles or coarse-graining) or tied to
particular dynamical laws. This paper thus provides a broader foundation for
thermodynamics, with implications for the theory of von Neumann's universal
constructor",Chiara Marletto,arXiv,"quant-ph, physics.comp-ph"
The role of quantum information in thermodynamics,https://arxiv.org/abs/1505.07835,Physical Information,The role of quantum information in thermodynamics --- a topical review,"This topical review article gives an overview of the interplay between
quantum information theory and thermodynamics of quantum systems. We focus on
several trending topics including the foundations of statistical mechanics,
resource theories, entanglement in thermodynamic settings, fluctuation theorems
and thermal machines. This is not a comprehensive review of the diverse field
of quantum thermodynamics; rather, it is a convenient entry point for the
thermo-curious information theorist. Furthermore this review should facilitate
the unification and understanding of different interdisciplinary approaches
emerging in research groups around the world.","John Goold, Marcus Huber, Arnau Riera, Lídia del Rio, Paul Skrzypczyk",arXiv,quant-ph
"Tutorial: Remote entanglement protocols for stationary qubits with photonic interfaces - Hans K.C. Beukers, et.al.",https://arxiv.org/pdf/2310.19878.pdf,,"Tutorial: Remote entanglement protocols for stationary qubits with
  photonic interfaces","Generating entanglement between distant quantum systems is at the core of
quantum networking. In recent years, numerous theoretical protocols for remote
entanglement generation have been proposed, of which many have been
experimentally realized. Here, we provide a modular theoretical framework to
elucidate the general mechanisms of photon-mediated entanglement generation
between single spins in atomic or solid-state systems. Our framework
categorizes existing protocols at various levels of abstraction and allows for
combining the elements of different schemes in new ways. These abstraction
layers make it possible to readily compare protocols for different quantum
hardware. To enable the practical evaluation of protocols tailored to specific
experimental parameters, we have devised numerical simulations based on the
framework with our codes available online.","Hans K. C. Beukers, Matteo Pasini, Hyeongrak Choi, Dirk Englund, Ronald Hanson, Johannes Borregaard",arXiv,quant-ph
"Two-photon interference the Hong-Ou-Mandel effect - FrédÉric Bouchard, Alicia Sit, Yingwen Zhang, Robert Fickler, Filippo M. Miatto,...",https://arxiv.org/abs/2006.09335,,Two-photon interference: the Hong-Ou-Mandel effect,"Nearly 30 years ago, two-photon interference was observed, marking the
beginning of a new quantum era. Indeed, two-photon interference has no
classical analogue, giving it a distinct advantage for a range of applications.
The peculiarities of quantum physics may now be used to our advantage to
outperform classical computations, securely communicate information, simulate
highly complex physical systems and increase the sensitivity of precise
measurements. This separation from classical to quantum physics has motivated
physicists to study two-particle interference for both fermionic and bosonic
quantum objects. So far, two-particle interference has been observed with
massive particles, among others, such as electrons and atoms, in addition to
plasmons, demonstrating the extent of this effect to larger and more complex
quantum systems. A wide array of novel applications to this quantum effect is
to be expected in the future. This review will thus cover the progress and
applications of two-photon (two-particle) interference over the last three
decades.","FrédÉric Bouchard, Alicia Sit, Yingwen Zhang, Robert Fickler, Filippo M. Miatto, Yuan Yao, Fabio Sciarrino, Ebrahim Karimi",arXiv,"quant-ph, physics.optics"
Energy & Information - Myron Tribus and Edward C. McIrvine,https://www.jstor.org/stable/24923125?saml_data=eyJzYW1sVG9rZW4iOiIzYThiNDZlMi1iZGVhLTRlMGQtOGExOC03YzQ2ZDZkNzQyNWQiLCJpbnN0aXR1dGlvbklkcyI6WyJiN2JlMjYxZS1hOWVhLTRiZGYtOWVjNS00ZWVkN2NhNTI5NzIiXX0#metadata_info_tab_contents,,Unknown,Unknown,Unknown,Unknown,Unknown
"Simple Proof of Security of the BB84 Quantum Key Distribution Protocol -Peter W. Shor, John Preskill",https://arxiv.org/abs/quant-ph/0003004,,Unknown,Unknown,Unknown,Unknown,Unknown
2D materials for quantum information science,https://www.nature.com/articles/s41578-019-0136-x,Quantum Hardware & Implementation,Unknown,Unknown,Unknown,Unknown,Unknown
Energy & Information,https://www.jstor.org/stable/24923125,Physical Information,Unknown,Unknown,Unknown,Unknown,Unknown
"Entanglement in Many-Body Systems - Luigi Amico, Rosario Fazio, Vlatko Vedral",https://arxiv.org/pdf/quant-ph/0703044.pdf,,Unknown,Unknown,Unknown,Unknown,Unknown
Establishing the quantum supremacy frontier with a 281 Pflop/s simulation,https://iopscience.iop.org/article/10.1088/2058-9565/ab7eeb/pdf?casa_token=fqUuMeRiHW8AAAAA:-qCFEf4B8q71vIHgiBtzWC_CMtpzILLTB5PaGoVOSn-EugRt6crwFnEY65HH3AwY_zVOkq2gmQ,,Unknown,Unknown,Unknown,Unknown,Unknown
Energy-Efficient Superconducting Computing—Power Budgets and Requirements,https://ieeexplore.ieee.org/abstract/document/6449287,,Unknown,Unknown,Unknown,Unknown,Unknown
"Scheme for reducing decoherence in quantum computer memory, Peter W. Shor",https://www.cs.miami.edu/home/burt/learning/Csc670.052/pR2493_1.pdf,,Unknown,Unknown,Unknown,Unknown,Unknown
"Experimental violation of Bell inequalities for multi-dimensional systems - Hsin-Pin Lo1, Che-Ming Li2, AtsushiYabushita1, Yueh-NanChen3, Chih-Wei Luo1 & Takayoshi Kobayashi",https://www.nature.com/articles/srep22088,,Unknown,Unknown,Unknown,Unknown,Unknown
Quantum information processing with bosonic qubits in circuit QED,https://iopscience.iop.org/article/10.1088/2058-9565/abe989/pdf,Quantum Hardware & Implementation,Unknown,Unknown,Unknown,Unknown,Unknown
Quantum Computing,https://arxiv.org/abs/quant-ph/9708022,Quantum Computing Fundamentals,Unknown,Unknown,Unknown,Unknown,Unknown
The Future of Quantum Computing with Superconducting Qubits,https://pubs.aip.org/aip/jap/article/132/16/160902/2837574/,Quantum Computing Fundamentals,Unknown,Unknown,Unknown,Unknown,Unknown
"Experimental exploration of five-qubit quantum error-correcting code with superconducting qubits - Ming Gong, Xiao Yuan, Shiyu Wang, Yulin Wu, ...",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiH6f7Sk8n5AhW6S0EAHYpcCL0QFnoECAsQAQ&url=https%3A%2F%2Fora.ox.ac.uk%2Fobjects%2Fuuid%3A5b2e5204-7746-4569-807e-77654a77313a%2Ffiles%2Fs0v838175c&usg=AOvVaw3l2-7GFf0m6Fw14IpYljjx,,Unknown,Unknown,Unknown,Unknown,Unknown
An energy efficient multipliers using reversible gates,https://www.researchgate.net/publication/347857423_An_energy_efficient_multipliers_using_reversible_gates,,Unknown,Unknown,Unknown,Unknown,Unknown
A generalization of the stabilizer formalism for simulating arbitrary quantum circuits - Theodore J. Yoder,https://www.scottaaronson.com/showcase2/report/ted-yoder.pdf,,Unknown,Unknown,Unknown,Unknown,Unknown
Quantum Optical Neural Networks (Patent Application),https://patentimages.storage.googleapis.com/fa/61/94/ec20dc003a6517/US20200372334A1.pdf,Quantum Neural Networks (QNNs),Unknown,Unknown,Unknown,Unknown,Unknown
Quantum computing at the frontiers of biological sciences,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8254820/,Quantum Computing Fundamentals,Unknown,Unknown,Unknown,Unknown,Unknown
A Review of Quantum Computer Energy Efficiency,https://ieeexplore.ieee.org/abstract/document/8767125,Quantum Hardware & Implementation,Unknown,Unknown,Unknown,Unknown,Unknown
Linear growth of quantum circuit complexity,https://www.nature.com/articles/s41567-022-01539-6,Quantum Algorithms,Unknown,Unknown,Unknown,Unknown,Unknown
Solid-state single-photon emitters,http://ciqm.harvard.edu/uploads/2/3/3/4/23349210/aharanovich_2016.pdf,Quantum Hardware & Implementation,Unknown,Unknown,Unknown,Unknown,Unknown
Green Networking Metrics,https://github.com/intarchboard/e-impact-workshop-public/blob/main/papers/Clemm-Dong-Mirsky-Ciavaglia-Tantsura-Odini_Green-Networking-Metrics.pdf,Energy & Sustainability in Quantum Computing,Unknown,Unknown,Unknown,Unknown,Unknown
"18th Conference on the Theory of Quantum Computation, Communication and Cryptography",https://inspirehep.net/files/36042b35a0a8b68d0c63390592af9491,,Unknown,Unknown,Unknown,Unknown,Unknown
"A Preprocessing Perspective for Quantum Machine Learning Classification Advantage in Finance Using NISQ Algorithms - Javier Mancilla, Christophe Pere",https://www.mdpi.com/1099-4300/24/11/1656,,Unknown,Unknown,Unknown,Unknown,Unknown
A Tutorial on Quantum Error Correction - Andrew M. Steane,https://www2.physics.ox.ac.uk/sites/default/files/ErrorCorrectionSteane06.pdf,,Unknown,Unknown,Unknown,Unknown,Unknown
"An Algebraic Language for Distributed Quantum Computing - Mingsheng Ying, Yuan Feng",https://ieeexplore.ieee.org/document/4745631,,Unknown,Unknown,Unknown,Unknown,Unknown
Photonic resource state generation from a minimal number of quantum emitters,https://www.nature.com/articles/s41534-022-00522-6,Quantum Photonics,Unknown,Unknown,Unknown,Unknown,Unknown
Advances in Silicon Quantum Photonics - Jeremy C. Adcock; Jueming Bao; Yulin Chi; Xiaojiong Chen; Davide Bacco; Qihuang,https://ieeexplore.ieee.org/document/9205209/authors#authors,,Unknown,Unknown,Unknown,Unknown,Unknown
"Error Correcting Codes in Quantum Theory, Andrew Steane",https://users.physics.ox.ac.uk/~Steane/pubs/Steane_PRL95.pdf,,Unknown,Unknown,Unknown,Unknown,Unknown
The Physical Implementation of Quantum Computation,https://arxiv.org/abs/quant-ph/0002077,Quantum Computing Fundamentals,Unknown,Unknown,Unknown,Unknown,Unknown
Quantum computational advantage with a programmable photonic processor,https://www.nature.com/articles/s41586-022-04725-x,Quantum Supremacy & Computational Advantage,Unknown,Unknown,Unknown,Unknown,Unknown
The Everything-Is-a-Quantum-Wave Interpretation of Quantum Physics - Vlatko Vedral,https://www.mdpi.com/2624-960X/5/2/31,,Unknown,Unknown,Unknown,Unknown,Unknown
"The Future of Quantum Computing with Superconducting Qubits - Sergey Bravyi, Oliver Dial, Jay M. Gambetta, Dar ́ıo Gil, and Zaira Nazario1",https://pubs.aip.org/aip/jap/article/132/16/160902/2837574/The-future-of-quantum-computing-with?gad_source=1&gclid=CjwKCAjwzN-,,Unknown,Unknown,Unknown,Unknown,Unknown
"Generation of broadband correlated photon-pairs in short thin-film lithium-niobate waveguides - Bradley S. Elkus, et. al",https://opg.optica.org/directpdfaccess/02ed958b-dc38-449c-b5d94c4360c660b2_424684/oe-27-26-38521.pdf?da=1&id=424684&seq=0&mobile=no,,Unknown,Unknown,Unknown,Unknown,Unknown
Field-linked resonances of polar molecules,https://www.nature.com/articles/s41586-022-05651-8,,Unknown,Unknown,Unknown,Unknown,Unknown
"Request_Scheduling_in_Quantum_Networks - C. Cicconetti, M. Conti, and A. Passarella",https://www.researchgate.net/publication/352621787_Request_Scheduling_in_Quantum_Networks,,Unknown,Unknown,Unknown,Unknown,Unknown
"Reducing Green House Gas Emissions With Congestion Control - Michael Welzl, Ozgu Alay, Peyman Teymoori, Safiqul Islam",https://github.com/intarchboard/e-impact-workshop-public/blob/main/papers/Welzel-Alay-Teymoori-Islam_Reducing-Green-House-Gas-Emissions-With-Congestion-Control-v2.pdf,,Unknown,Unknown,Unknown,Unknown,Unknown
Quantum supremacy using a programmable superconducting processor,https://www.nature.com/articles/s41586-019-1666-5,Quantum Supremacy & Computational Advantage,Unknown,Unknown,Unknown,Unknown,Unknown
Quantum communications and cryptography,https://people.bu.edu/alexserg/Impression_Book.pdf,Quantum Communication & Cryptography,Unknown,Unknown,Unknown,Unknown,Unknown
"Discrete simulation of quantum walks - Madita Willsch, Dennis Willsch, Kristel Michielsen, and Hans De Raedt",https://www.frontiersin.org/articles/10.3389/fphy.2020.00145/full,,Unknown,Unknown,Unknown,Unknown,Unknown
On the CNOT-cost of TOFFOLI gates,https://dl.acm.org/doi/10.5555/2011791.2011799,Quantum Circuits,Unknown,Unknown,Unknown,Unknown,Unknown
Transitioning organizations to post-quantum cryptography,https://www.nature.com/articles/s41586-022-04623-2,Quantum Communication & Cryptography,Unknown,Unknown,Unknown,Unknown,Unknown
Distribution of entanglement in large-scale quantum networks,https://iopscience.iop.org/article/10.1088/0034-4885/76/9/096001/pdf,Quantum Entanglement & Teleportation,Unknown,Unknown,Unknown,Unknown,Unknown
Generalized GHZ States and Distributed Quantum Computing,https://arxiv.org/abs/quant-ph/0402148,Quantum Entanglement & Teleportation,Unknown,Unknown,Unknown,Unknown,Unknown
Substituting Quantum Entanglement for Communication,https://arxiv.org/pdf/quant-ph/9704026,Quantum Entanglement & Teleportation,Unknown,Unknown,Unknown,Unknown,Unknown
Implementing Post-quantum Cryptography for Developers,https://www.scitepress.org/Papers/2022/107862/107862.pdf,Quantum Communication & Cryptography,Unknown,Unknown,Unknown,Unknown,Unknown
An introduction to measurement based quantum computation - Richard Jozsa,https://arxiv.org/abs/quant-ph/0508124,,Unknown,Unknown,Unknown,Unknown,Unknown
"The Toric Code, Paul Herringer",https://www.physics.rutgers.edu/grad/602/Lectures/JC_Presentations/0419/Intro_Toric_Code.pdf,,Unknown,Unknown,Unknown,Unknown,Unknown
Quantum simulator enables first microscopic observation of charge carriers pairing,https://www.mpq.mpg.de/6803661/01-magnetic-pairing,Ion Traps,Unknown,Unknown,Unknown,Unknown,Unknown
"Topological quantum memory - Eric Dennis,Alexei Kitaev,Andrew Landahl,and John Preskill",https://arxiv.org/abs/quant-ph/0110143,,Unknown,Unknown,Unknown,Unknown,Unknown
"Universal and operational benchmarking of quantum memories - Xiao Yuan, Yunchao Liu, Qi Zhao, Bartosz Regula, Jayne Thompson and Mile Gu",https://bartoszregula.me/pdf/s41534-021-00444-9.pdf,,Unknown,Unknown,Unknown,Unknown,Unknown
Quantum principal component analysis,https://www.nature.com/articles/nphys3029#Sec2,Quantum Algorithms,Unknown,Unknown,Unknown,Unknown,Unknown
